13:29:48 509	 start loadBaseParameter 
15:36:55 935	7 finish getImage
15:36:56 112	 1:start getImage
15:36:56 113	 2 getImage times:0
15:36:56 114	3  GrabFrame times:0,result=
15:36:56 119	 5 ImageProcess result=
15:36:56 122	7 finish getImage
15:36:56 124	 1:start getImage
15:36:56 125	 2 getImage times:0
15:36:56 127	3  GrabFrame times:0,result=
15:36:56 132	 5 ImageProcess result=
15:36:56 135	7 finish getImage
15:36:56 311	 1:start getImage
15:36:56 312	 2 getImage times:0
15:36:56 313	3  GrabFrame times:0,result=
15:36:56 318	 5 ImageProcess result=
15:36:56 321	7 finish getImage
15:36:56 323	 1:start getImage
15:36:56 324	 2 getImage times:0
15:36:56 327	3  GrabFrame times:0,result=
15:36:56 332	 5 ImageProcess result=
15:36:56 336	7 finish getImage
15:36:56 512	 1:start getImage
15:36:56 513	 2 getImage times:0
15:36:56 514	3  GrabFrame times:0,result=
15:36:56 519	 5 ImageProcess result=
15:36:56 522	7 finish getImage
15:36:56 524	 1:start getImage
15:36:56 524	 2 getImage times:0
15:36:56 527	3  GrabFrame times:0,result=
15:36:56 532	 5 ImageProcess result=
15:36:56 536	7 finish getImage
15:36:56 713	 1:start getImage
15:36:56 714	 2 getImage times:0
15:36:56 715	3  GrabFrame times:0,result=
15:36:56 720	 5 ImageProcess result=
15:36:56 724	7 finish getImage
15:36:56 725	 1:start getImage
15:36:56 726	 2 getImage times:0
15:36:56 727	3  GrabFrame times:0,result=
15:36:56 733	 5 ImageProcess result=
15:36:56 736	7 finish getImage
15:36:56 911	 1:start getImage
15:36:56 912	 2 getImage times:0
15:36:56 913	3  GrabFrame times:0,result=
15:36:56 918	 5 ImageProcess result=
15:36:56 921	7 finish getImage
15:36:56 923	 1:start getImage
15:36:56 924	 2 getImage times:0
15:36:56 927	3  GrabFrame times:0,result=
15:36:56 932	 5 ImageProcess result=
15:36:56 936	7 finish getImage
15:36:57 111	 1:start getImage
15:36:57 112	 2 getImage times:0
15:36:57 113	3  GrabFrame times:0,result=
15:36:57 117	 5 ImageProcess result=
15:36:57 121	7 finish getImage
15:36:57 123	 1:start getImage
15:36:57 124	 2 getImage times:0
15:36:57 127	3  GrabFrame times:0,result=
15:36:57 132	 5 ImageProcess result=
15:36:57 135	7 finish getImage
15:36:57 310	 1:start getImage
15:36:57 311	 2 getImage times:0
15:36:57 312	3  GrabFrame times:0,result=
15:36:57 317	 5 ImageProcess result=
15:36:57 321	7 finish getImage
15:36:57 322	 1:start getImage
15:36:57 323	 2 getImage times:0
15:36:57 327	3  GrabFrame times:0,result=
15:36:57 332	 5 ImageProcess result=
15:36:57 336	7 finish getImage
15:36:57 511	 1:start getImage
15:36:57 512	 2 getImage times:0
15:36:57 513	3  GrabFrame times:0,result=
15:36:57 518	 5 ImageProcess result=
15:36:57 521	7 finish getImage
15:36:57 523	 1:start getImage
15:36:57 524	 2 getImage times:0
15:36:57 527	3  GrabFrame times:0,result=
15:36:57 532	 5 ImageProcess result=
15:36:57 535	7 finish getImage
15:36:57 711	 1:start getImage
15:36:57 712	 2 getImage times:0
15:36:57 713	3  GrabFrame times:0,result=
15:36:57 718	 5 ImageProcess result=
15:36:57 722	7 finish getImage
15:36:57 723	 1:start getImage
15:36:57 724	 2 getImage times:0
15:36:57 727	3  GrabFrame times:0,result=
15:36:57 732	 5 ImageProcess result=
15:36:57 736	7 finish getImage
15:36:57 912	 1:start getImage
15:36:57 913	 2 getImage times:0
15:36:57 914	3  GrabFrame times:0,result=
15:36:57 919	 5 ImageProcess result=
15:36:57 923	7 finish getImage
15:36:57 924	 1:start getImage
15:36:57 925	 2 getImage times:0
15:36:57 927	3  GrabFrame times:0,result=
15:36:57 932	 5 ImageProcess result=
15:36:57 936	7 finish getImage
15:36:58 111	 1:start getImage
15:36:58 112	 2 getImage times:0
15:36:58 113	3  GrabFrame times:0,result=
15:36:58 118	 5 ImageProcess result=
15:36:58 121	7 finish getImage
15:36:58 123	 1:start getImage
15:36:58 124	 2 getImage times:0
15:36:58 127	3  GrabFrame times:0,result=
15:36:58 133	 5 ImageProcess result=
15:36:58 136	7 finish getImage
15:36:58 314	 1:start getImage
15:36:58 315	 2 getImage times:0
15:36:58 316	3  GrabFrame times:0,result=
15:36:58 321	 5 ImageProcess result=
15:36:58 324	7 finish getImage
15:36:58 326	 1:start getImage
15:36:58 327	 2 getImage times:0
15:36:58 328	3  GrabFrame times:0,result=
15:36:58 333	 5 ImageProcess result=
15:36:58 336	7 finish getImage
15:36:58 513	 1:start getImage
15:36:58 514	 2 getImage times:0
15:36:58 515	3  GrabFrame times:0,result=
15:36:58 520	 5 ImageProcess result=
15:36:58 524	7 finish getImage
15:36:58 525	 1:start getImage
15:36:58 526	 2 getImage times:0
15:36:58 527	3  GrabFrame times:0,result=
15:36:58 532	 5 ImageProcess result=
15:36:58 536	7 finish getImage
15:36:58 711	 1:start getImage
15:36:58 712	 2 getImage times:0
15:36:58 713	3  GrabFrame times:0,result=
15:36:58 718	 5 ImageProcess result=
15:36:58 722	7 finish getImage
15:36:58 723	 1:start getImage
15:36:58 724	 2 getImage times:0
15:36:58 727	3  GrabFrame times:0,result=
15:36:58 733	 5 ImageProcess result=
15:36:58 736	7 finish getImage
15:36:58 911	 1:start getImage
15:36:58 912	 2 getImage times:0
15:36:58 913	3  GrabFrame times:0,result=
15:36:58 918	 5 ImageProcess result=
15:36:58 921	7 finish getImage
15:36:58 923	 1:start getImage
15:36:58 924	 2 getImage times:0
15:36:58 926	3  GrabFrame times:0,result=
15:36:58 932	 5 ImageProcess result=
15:36:58 935	7 finish getImage
15:36:59 111	 1:start getImage
15:36:59 112	 2 getImage times:0
15:36:59 113	3  GrabFrame times:0,result=
15:36:59 118	 5 ImageProcess result=
15:36:59 122	7 finish getImage
15:36:59 124	 1:start getImage
15:36:59 125	 2 getImage times:0
15:36:59 127	3  GrabFrame times:0,result=
15:36:59 132	 5 ImageProcess result=
15:36:59 136	7 finish getImage
15:36:59 317	 1:start getImage
15:36:59 318	 2 getImage times:0
15:36:59 319	3  GrabFrame times:0,result=
15:36:59 324	 5 ImageProcess result=
15:36:59 328	7 finish getImage
15:36:59 330	 1:start getImage
15:36:59 330	 2 getImage times:0
15:36:59 331	3  GrabFrame times:0,result=
15:36:59 337	 5 ImageProcess result=
15:36:59 340	7 finish getImage
15:36:59 518	 1:start getImage
15:36:59 519	 2 getImage times:0
15:36:59 520	3  GrabFrame times:0,result=
15:36:59 525	 5 ImageProcess result=
15:36:59 529	7 finish getImage
15:36:59 531	 1:start getImage
15:36:59 531	 2 getImage times:0
15:36:59 532	3  GrabFrame times:0,result=
15:36:59 537	 5 ImageProcess result=
15:36:59 541	7 finish getImage
15:36:59 716	 1:start getImage
15:36:59 717	 2 getImage times:0
15:36:59 718	3  GrabFrame times:0,result=
15:36:59 723	 5 ImageProcess result=
15:36:59 727	7 finish getImage
15:36:59 729	 1:start getImage
15:36:59 729	 2 getImage times:0
15:36:59 730	3  GrabFrame times:0,result=
15:36:59 735	 5 ImageProcess result=
15:36:59 739	7 finish getImage
15:36:59 915	 1:start getImage
15:36:59 916	 2 getImage times:0
15:36:59 917	3  GrabFrame times:0,result=
15:36:59 922	 5 ImageProcess result=
15:36:59 926	7 finish getImage
15:36:59 927	 1:start getImage
15:36:59 928	 2 getImage times:0
15:36:59 929	3  GrabFrame times:0,result=
15:36:59 934	 5 ImageProcess result=
15:36:59 937	7 finish getImage
15:37:00 113	 1:start getImage
15:37:00 114	 2 getImage times:0
15:37:00 115	3  GrabFrame times:0,result=
15:37:00 120	 5 ImageProcess result=
15:37:00 124	7 finish getImage
15:37:00 126	 1:start getImage
15:37:00 126	 2 getImage times:0
15:37:00 127	3  GrabFrame times:0,result=
15:37:00 132	 5 ImageProcess result=
15:37:00 136	7 finish getImage
15:37:00 312	 1:start getImage
15:37:00 313	 2 getImage times:0
15:37:00 314	3  GrabFrame times:0,result=
15:37:00 319	 5 ImageProcess result=
15:37:00 323	7 finish getImage
15:37:00 325	 1:start getImage
15:37:00 325	 2 getImage times:0
15:37:00 327	3  GrabFrame times:0,result=
15:37:00 332	 5 ImageProcess result=
15:37:00 336	7 finish getImage
15:37:00 513	 1:start getImage
15:37:00 514	 2 getImage times:0
15:37:00 515	3  GrabFrame times:0,result=
15:37:00 520	 5 ImageProcess result=
15:37:00 524	7 finish getImage
15:37:00 525	 1:start getImage
15:37:00 526	 2 getImage times:0
15:37:00 527	3  GrabFrame times:0,result=
15:37:00 533	 5 ImageProcess result=
15:37:00 536	7 finish getImage
15:37:00 711	 1:start getImage
15:37:00 712	 2 getImage times:0
15:37:00 713	3  GrabFrame times:0,result=
15:37:00 719	 5 ImageProcess result=
15:37:00 722	7 finish getImage
15:37:00 724	 1:start getImage
15:37:00 724	 2 getImage times:0
15:37:00 727	3  GrabFrame times:0,result=
15:37:00 732	 5 ImageProcess result=
15:37:00 735	7 finish getImage
15:37:00 911	 1:start getImage
15:37:00 912	 2 getImage times:0
15:37:00 913	3  GrabFrame times:0,result=
15:37:00 918	 5 ImageProcess result=
15:37:00 922	7 finish getImage
15:37:00 923	 1:start getImage
15:37:00 924	 2 getImage times:0
15:37:00 927	3  GrabFrame times:0,result=
15:37:00 932	 5 ImageProcess result=
15:37:00 935	7 finish getImage
15:37:01 111	 1:start getImage
15:37:01 112	 2 getImage times:0
15:37:01 113	3  GrabFrame times:0,result=
15:37:01 118	 5 ImageProcess result=
15:37:01 122	7 finish getImage
15:37:01 124	 1:start getImage
15:37:01 124	 2 getImage times:0
15:37:01 127	3  GrabFrame times:0,result=
15:37:01 132	 5 ImageProcess result=
15:37:01 135	7 finish getImage
15:37:01 311	 1:start getImage
15:37:01 312	 2 getImage times:0
15:37:01 313	3  GrabFrame times:0,result=
15:37:01 318	 5 ImageProcess result=
15:37:01 322	7 finish getImage
15:37:01 324	 1:start getImage
15:37:01 324	 2 getImage times:0
15:37:01 327	3  GrabFrame times:0,result=
15:37:01 332	 5 ImageProcess result=
15:37:01 335	7 finish getImage
15:37:01 512	 1:start getImage
15:37:01 513	 2 getImage times:0
15:37:01 514	3  GrabFrame times:0,result=
15:37:01 519	 5 ImageProcess result=
15:37:01 523	7 finish getImage
15:37:01 524	 1:start getImage
15:37:01 525	 2 getImage times:0
15:37:01 527	3  GrabFrame times:0,result=
15:37:01 532	 5 ImageProcess result=
15:37:01 536	7 finish getImage
15:37:01 711	 1:start getImage
15:37:01 712	 2 getImage times:0
15:37:01 713	3  GrabFrame times:0,result=
15:37:01 718	 5 ImageProcess result=
15:37:01 722	7 finish getImage
15:37:01 723	 1:start getImage
15:37:01 724	 2 getImage times:0
15:37:01 727	3  GrabFrame times:0,result=
15:37:01 732	 5 ImageProcess result=
15:37:01 736	7 finish getImage
15:37:01 913	 1:start getImage
15:37:01 914	 2 getImage times:0
15:37:01 915	3  GrabFrame times:0,result=
15:37:01 920	 5 ImageProcess result=
15:37:01 924	7 finish getImage
15:37:01 926	 1:start getImage
15:37:01 926	 2 getImage times:0
15:37:01 927	3  GrabFrame times:0,result=
15:37:01 932	 5 ImageProcess result=
15:37:01 936	7 finish getImage
15:37:02 112	 1:start getImage
15:37:02 113	 2 getImage times:0
15:37:02 114	3  GrabFrame times:0,result=
15:37:02 119	 5 ImageProcess result=
15:37:02 123	7 finish getImage
15:37:02 124	 1:start getImage
15:37:02 125	 2 getImage times:0
15:37:02 127	3  GrabFrame times:0,result=
15:37:02 132	 5 ImageProcess result=
15:37:02 136	7 finish getImage
15:37:02 312	 1:start getImage
15:37:02 313	 2 getImage times:0
15:37:02 314	3  GrabFrame times:0,result=
15:37:02 319	 5 ImageProcess result=
15:37:02 322	7 finish getImage
15:37:02 324	 1:start getImage
15:37:02 325	 2 getImage times:0
15:37:02 327	3  GrabFrame times:0,result=
15:37:02 332	 5 ImageProcess result=
15:37:02 336	7 finish getImage
15:37:02 511	 1:start getImage
15:37:02 512	 2 getImage times:0
15:37:02 513	3  GrabFrame times:0,result=
15:37:02 520	 5 ImageProcess result=
15:37:02 524	7 finish getImage
15:37:02 525	 1:start getImage
15:37:02 526	 2 getImage times:0
15:37:02 527	3  GrabFrame times:0,result=
15:37:02 532	 5 ImageProcess result=
15:37:02 535	7 finish getImage
15:37:02 713	 1:start getImage
15:37:02 714	 2 getImage times:0
15:37:02 715	3  GrabFrame times:0,result=
15:37:02 720	 5 ImageProcess result=
15:37:02 724	7 finish getImage
15:37:02 725	 1:start getImage
15:37:02 726	 2 getImage times:0
15:37:02 727	3  GrabFrame times:0,result=
15:37:02 732	 5 ImageProcess result=
15:37:02 735	7 finish getImage
15:37:02 912	 1:start getImage
15:37:02 913	 2 getImage times:0
15:37:02 914	3  GrabFrame times:0,result=
15:37:02 919	 5 ImageProcess result=
15:37:02 923	7 finish getImage
15:37:02 924	 1:start getImage
15:37:02 925	 2 getImage times:0
15:37:02 927	3  GrabFrame times:0,result=
15:37:02 932	 5 ImageProcess result=
15:37:02 936	7 finish getImage
15:37:03 112	 1:start getImage
15:37:03 113	 2 getImage times:0
15:37:03 114	3  GrabFrame times:0,result=
15:37:03 119	 5 ImageProcess result=
15:37:03 122	7 finish getImage
15:37:03 124	 1:start getImage
15:37:03 125	 2 getImage times:0
15:37:03 127	3  GrabFrame times:0,result=
15:37:03 132	 5 ImageProcess result=
15:37:03 135	7 finish getImage
15:37:03 311	 1:start getImage
15:37:03 312	 2 getImage times:0
15:37:03 313	3  GrabFrame times:0,result=
15:37:03 318	 5 ImageProcess result=
15:37:03 321	7 finish getImage
15:37:03 323	 1:start getImage
15:37:03 324	 2 getImage times:0
15:37:03 327	3  GrabFrame times:0,result=
15:37:03 332	 5 ImageProcess result=
15:37:03 336	7 finish getImage
15:37:03 512	 1:start getImage
15:37:03 513	 2 getImage times:0
15:37:03 514	3  GrabFrame times:0,result=
15:37:03 520	 5 ImageProcess result=
15:37:03 524	7 finish getImage
15:37:03 525	 1:start getImage
15:37:03 526	 2 getImage times:0
15:37:03 527	3  GrabFrame times:0,result=
15:37:03 532	 5 ImageProcess result=
15:37:03 536	7 finish getImage
15:37:03 715	 1:start getImage
15:37:03 716	 2 getImage times:0
15:37:03 717	3  GrabFrame times:0,result=
15:37:03 722	 5 ImageProcess result=
15:37:03 726	7 finish getImage
15:37:03 728	 1:start getImage
15:37:03 728	 2 getImage times:0
15:37:03 729	3  GrabFrame times:0,result=
15:37:03 734	 5 ImageProcess result=
15:37:03 738	7 finish getImage
15:37:03 914	 1:start getImage
15:37:03 915	 2 getImage times:0
15:37:03 916	3  GrabFrame times:0,result=
15:37:03 921	 5 ImageProcess result=
15:37:03 925	7 finish getImage
15:37:03 926	 1:start getImage
15:37:03 927	 2 getImage times:0
15:37:03 928	3  GrabFrame times:0,result=
15:37:03 933	 5 ImageProcess result=
15:37:03 937	7 finish getImage
15:37:04 113	 1:start getImage
15:37:04 113	 2 getImage times:0
15:37:04 114	3  GrabFrame times:0,result=
15:37:04 119	 5 ImageProcess result=
15:37:04 124	7 finish getImage
15:37:04 125	 1:start getImage
15:37:04 126	 2 getImage times:0
15:37:04 127	3  GrabFrame times:0,result=
15:37:04 131	 5 ImageProcess result=
15:37:04 135	7 finish getImage
15:37:04 311	 1:start getImage
15:37:04 312	 2 getImage times:0
15:37:04 313	3  GrabFrame times:0,result=
15:37:04 318	 5 ImageProcess result=
15:37:04 322	7 finish getImage
15:37:04 323	 1:start getImage
15:37:04 324	 2 getImage times:0
15:37:04 327	3  GrabFrame times:0,result=
15:37:04 332	 5 ImageProcess result=
15:37:04 335	7 finish getImage
15:37:04 523	 1:start getImage
15:37:04 524	 2 getImage times:0
15:37:04 525	3  GrabFrame times:0,result=
15:37:04 533	 5 ImageProcess result=
15:37:04 536	7 finish getImage
15:37:04 538	 1:start getImage
15:37:04 539	 2 getImage times:0
15:37:04 540	3  GrabFrame times:0,result=
15:37:04 545	 5 ImageProcess result=
15:37:04 548	7 finish getImage
15:37:04 726	 1:start getImage
15:37:04 727	 2 getImage times:0
15:37:04 728	3  GrabFrame times:0,result=
15:37:04 733	 5 ImageProcess result=
15:37:04 737	7 finish getImage
15:37:04 739	 1:start getImage
15:37:04 739	 2 getImage times:0
15:37:04 767	3  GrabFrame times:0,result=
15:37:04 772	 5 ImageProcess result=
15:37:04 776	7 finish getImage
15:37:04 952	 1:start getImage
15:37:04 953	 2 getImage times:0
15:37:04 954	3  GrabFrame times:0,result=
15:37:04 959	 5 ImageProcess result=
15:37:04 963	7 finish getImage
15:37:04 965	 1:start getImage
15:37:04 965	 2 getImage times:0
15:37:04 967	3  GrabFrame times:0,result=
15:37:04 972	 5 ImageProcess result=
15:37:04 976	7 finish getImage
15:37:05 152	 1:start getImage
15:37:05 153	 2 getImage times:0
15:37:05 154	3  GrabFrame times:0,result=
15:37:05 159	 5 ImageProcess result=
15:37:05 163	7 finish getImage
15:37:05 165	 1:start getImage
15:37:05 166	 2 getImage times:0
15:37:05 167	3  GrabFrame times:0,result=
15:37:05 172	 5 ImageProcess result=
15:37:05 176	7 finish getImage
15:37:05 352	 1:start getImage
15:37:05 353	 2 getImage times:0
15:37:05 354	3  GrabFrame times:0,result=
15:37:05 359	 5 ImageProcess result=
15:37:05 363	7 finish getImage
15:37:05 364	 1:start getImage
15:37:05 365	 2 getImage times:0
15:37:05 367	3  GrabFrame times:0,result=
15:37:05 372	 5 ImageProcess result=
15:37:05 376	7 finish getImage
15:37:05 552	 1:start getImage
