13:43:52 856	 start loadBaseParameter
14:07:11 152	 2 getImage times:0
14:07:11 153	3  GrabFrame times:0,result=
14:07:11 158	 5 ImageProcess result=
14:07:11 161	7 finish getImage
14:07:11 162	 1:start getImage
14:07:11 162	 2 getImage times:0
14:07:11 169	3  GrabFrame times:0,result=
14:07:11 173	 5 ImageProcess result=
14:07:11 176	7 finish getImage
14:07:11 349	 1:start getImage
14:07:11 349	 2 getImage times:0
14:07:11 350	3  GrabFrame times:0,result=
14:07:11 355	 5 ImageProcess result=
14:07:11 358	7 finish getImage
14:07:11 359	 1:start getImage
14:07:11 359	 2 getImage times:0
14:07:11 369	3  GrabFrame times:0,result=
14:07:11 373	 5 ImageProcess result=
14:07:11 376	7 finish getImage
14:07:11 552	 1:start getImage
14:07:11 553	 2 getImage times:0
14:07:11 553	3  GrabFrame times:0,result=
14:07:11 558	 5 ImageProcess result=
14:07:11 561	7 finish getImage
14:07:11 562	 1:start getImage
14:07:11 562	 2 getImage times:0
14:07:11 569	3  GrabFrame times:0,result=
14:07:11 573	 5 ImageProcess result=
14:07:11 576	7 finish getImage
14:07:11 749	 1:start getImage
14:07:11 749	 2 getImage times:0
14:07:11 750	3  GrabFrame times:0,result=
14:07:11 755	 5 ImageProcess result=
14:07:11 758	7 finish getImage
14:07:11 759	 1:start getImage
14:07:11 759	 2 getImage times:0
14:07:11 769	3  GrabFrame times:0,result=
14:07:11 774	 5 ImageProcess result=
14:07:11 776	7 finish getImage
14:07:11 952	 1:start getImage
14:07:11 953	 2 getImage times:0
14:07:11 953	3  GrabFrame times:0,result=
14:07:11 958	 5 ImageProcess result=
14:07:11 961	7 finish getImage
14:07:11 962	 1:start getImage
14:07:11 963	 2 getImage times:0
14:07:11 969	3  GrabFrame times:0,result=
14:07:11 974	 5 ImageProcess result=
14:07:11 976	7 finish getImage
14:07:12 150	 1:start getImage
14:07:12 151	 2 getImage times:0
14:07:12 152	3  GrabFrame times:0,result=
14:07:12 162	 5 ImageProcess result=
14:07:12 169	7 finish getImage
14:07:12 172	 1:start getImage
14:07:12 172	 2 getImage times:0
14:07:12 174	3  GrabFrame times:0,result=
14:07:12 178	 5 ImageProcess result=
14:07:12 181	7 finish getImage
14:07:12 559	 1:start getImage
14:07:12 560	 2 getImage times:0
14:07:12 560	3  GrabFrame times:0,result=
14:07:12 612	 2 getImage times:1
14:07:12 612	3  GrabFrame times:1,result=
14:07:12 664	 2 getImage times:2
14:07:12 664	3  GrabFrame times:2,result=
14:07:12 717	 1:start getImage
14:07:12 718	 2 getImage times:0
14:07:12 718	3  GrabFrame times:0,result=
14:07:12 770	 2 getImage times:1
14:07:12 770	3  GrabFrame times:1,result=
14:07:12 822	 2 getImage times:2
14:07:12 822	3  GrabFrame times:2,result=
14:07:12 875	 1:start getImage
14:07:12 876	 2 getImage times:0
14:07:12 876	3  GrabFrame times:0,result=
14:07:12 928	 2 getImage times:1
14:07:12 928	3  GrabFrame times:1,result=
14:07:12 980	 2 getImage times:2
14:07:12 980	3  GrabFrame times:2,result=
14:07:13 033	 1:start getImage
14:07:13 034	 2 getImage times:0
14:07:13 034	3  GrabFrame times:0,result=
14:07:13 085	 2 getImage times:1
14:07:13 085	3  GrabFrame times:1,result=
14:07:13 137	 2 getImage times:2
14:07:13 137	3  GrabFrame times:2,result=
14:07:13 190	 1:start getImage
14:07:13 191	 2 getImage times:0
14:07:13 191	3  GrabFrame times:0,result=
14:07:13 243	 2 getImage times:1
14:07:13 243	3  GrabFrame times:1,result=
14:07:13 295	 2 getImage times:2
14:07:13 295	3  GrabFrame times:2,result=
14:07:13 348	 1:start getImage
14:07:13 349	 2 getImage times:0
14:07:13 349	3  GrabFrame times:0,result=
14:07:13 401	 2 getImage times:1
14:07:13 401	3  GrabFrame times:1,result=
14:07:13 453	 2 getImage times:2
14:07:13 453	3  GrabFrame times:2,result=
14:07:13 506	start cam_stop 
14:07:13 608	finish cam_stop 
14:07:16 612	 start loadPinDef
14:07:16 616	 finished loadPinDef
14:07:16 619	 start setSN
14:07:16 620	start cam_stop 
14:07:16 745	finish cam_stop 
14:07:16 746	 start Playnew
14:07:16 746	into cam_play:deviceID1 
14:07:16 747	openDevice:deviceID1 
14:07:16 881	开始sensor power:deviceID 1 
14:07:17 174	完成sensor power:deviceID 1 
14:07:17 185	完成Pin set:deviceID 1 
14:07:17 466	完成I2C set:deviceID 1 
14:07:17 587	start InitSensor :deviceID 1 
14:07:17 886	完成 InitSensor  :deviceID 1 
14:07:17 887	set image format  :deviceID 1 
14:07:17 905	start Video :deviceID 1 
14:07:17 913	malloc memory :deviceID 1 
14:07:17 915	 WriteI2C:34,0,998,0 
14:07:17 916	 write I2C 0x998
14:07:18 696	finished play :deviceID 1 
14:07:18 897	 WriteI2C:fc,0,998,100 
14:07:18 897	 write I2C 0x998
14:07:21 678	 1:start getImage
14:07:21 679	 2 getImage times:0
14:07:21 679	3  GrabFrame times:0,result=
14:07:21 685	 5 ImageProcess result=
14:07:21 688	7 finish getImage
14:07:21 689	 1:start getImage
14:07:21 690	 2 getImage times:0
14:07:21 716	3  GrabFrame times:0,result=
14:07:21 721	 5 ImageProcess result=
14:07:21 723	7 finish getImage
14:07:22 731	 1:start getImage
14:07:22 732	 2 getImage times:0
14:07:22 732	3  GrabFrame times:0,result=
14:07:22 737	 5 ImageProcess result=
14:07:22 740	7 finish getImage
14:07:22 741	 1:start getImage
14:07:22 741	 2 getImage times:0
14:07:22 756	3  GrabFrame times:0,result=
14:07:22 761	 5 ImageProcess result=
14:07:22 763	7 finish getImage
14:07:22 981	 1:start getImage
14:07:22 982	 2 getImage times:0
14:07:22 983	3  GrabFrame times:0,result=
14:07:22 987	 5 ImageProcess result=
14:07:22 990	7 finish getImage
14:07:22 991	 1:start getImage
14:07:22 992	 2 getImage times:0
14:07:22 996	3  GrabFrame times:0,result=
14:07:23 001	 5 ImageProcess result=
14:07:23 004	7 finish getImage
14:07:23 176	 1:start getImage
14:07:23 176	 2 getImage times:0
14:07:23 178	3  GrabFrame times:0,result=
14:07:23 182	 5 ImageProcess result=
14:07:23 185	7 finish getImage
14:07:23 186	 1:start getImage
14:07:23 187	 2 getImage times:0
14:07:23 196	3  GrabFrame times:0,result=
14:07:23 201	 5 ImageProcess result=
14:07:23 203	7 finish getImage
14:07:23 373	 1:start getImage
14:07:23 374	 2 getImage times:0
14:07:23 374	3  GrabFrame times:0,result=
14:07:23 379	 5 ImageProcess result=
14:07:23 382	7 finish getImage
14:07:23 383	 1:start getImage
14:07:23 384	 2 getImage times:0
14:07:23 396	3  GrabFrame times:0,result=
14:07:23 401	 5 ImageProcess result=
14:07:23 404	7 finish getImage
14:07:23 574	 1:start getImage
14:07:23 575	 2 getImage times:0
14:07:23 576	3  GrabFrame times:0,result=
14:07:23 580	 5 ImageProcess result=
14:07:23 583	7 finish getImage
14:07:23 584	 1:start getImage
14:07:23 585	 2 getImage times:0
14:07:23 596	3  GrabFrame times:0,result=
14:07:23 601	 5 ImageProcess result=
14:07:23 604	7 finish getImage
14:07:23 774	 1:start getImage
14:07:23 775	 2 getImage times:0
14:07:23 776	3  GrabFrame times:0,result=
14:07:23 780	 5 ImageProcess result=
14:07:23 783	7 finish getImage
14:07:23 784	 1:start getImage
14:07:23 785	 2 getImage times:0
14:07:23 796	3  GrabFrame times:0,result=
14:07:23 801	 5 ImageProcess result=
14:07:23 804	7 finish getImage
14:07:23 973	 1:start getImage
14:07:23 974	 2 getImage times:0
14:07:23 975	3  GrabFrame times:0,result=
14:07:23 979	 5 ImageProcess result=
14:07:23 982	7 finish getImage
14:07:23 983	 1:start getImage
14:07:23 983	 2 getImage times:0
14:07:23 997	3  GrabFrame times:0,result=
14:07:24 001	 5 ImageProcess result=
14:07:24 004	7 finish getImage
14:07:24 173	 1:start getImage
14:07:24 174	 2 getImage times:0
14:07:24 174	3  GrabFrame times:0,result=
14:07:24 179	 5 ImageProcess result=
14:07:24 182	7 finish getImage
14:07:24 183	 1:start getImage
14:07:24 183	 2 getImage times:0
14:07:24 197	3  GrabFrame times:0,result=
14:07:24 201	 5 ImageProcess result=
14:07:24 204	7 finish getImage
14:07:24 374	 1:start getImage
14:07:24 374	 2 getImage times:0
14:07:24 375	3  GrabFrame times:0,result=
14:07:24 380	 5 ImageProcess result=
14:07:24 383	7 finish getImage
14:07:24 384	 1:start getImage
14:07:24 384	 2 getImage times:0
14:07:24 397	3  GrabFrame times:0,result=
14:07:24 401	 5 ImageProcess result=
14:07:24 404	7 finish getImage
14:07:24 574	 1:start getImage
14:07:24 574	 2 getImage times:0
14:07:24 575	3  GrabFrame times:0,result=
14:07:24 580	 5 ImageProcess result=
14:07:24 583	7 finish getImage
14:07:24 584	 1:start getImage
14:07:24 584	 2 getImage times:0
14:07:24 596	3  GrabFrame times:0,result=
14:07:24 600	 5 ImageProcess result=
14:07:24 603	7 finish getImage
14:07:24 773	 1:start getImage
14:07:24 774	 2 getImage times:0
14:07:24 774	3  GrabFrame times:0,result=
14:07:24 779	 5 ImageProcess result=
14:07:24 782	7 finish getImage
14:07:24 783	 1:start getImage
14:07:24 783	 2 getImage times:0
14:07:24 796	3  GrabFrame times:0,result=
14:07:24 800	 5 ImageProcess result=
14:07:24 803	7 finish getImage
14:07:24 972	 1:start getImage
14:07:24 973	 2 getImage times:0
14:07:24 973	3  GrabFrame times:0,result=
14:07:24 978	 5 ImageProcess result=
14:07:24 981	7 finish getImage
14:07:24 982	 1:start getImage
14:07:24 982	 2 getImage times:0
14:07:24 996	3  GrabFrame times:0,result=
14:07:25 001	 5 ImageProcess result=
14:07:25 003	7 finish getImage
14:07:25 173	 1:start getImage
14:07:25 174	 2 getImage times:0
14:07:25 174	3  GrabFrame times:0,result=
14:07:25 179	 5 ImageProcess result=
14:07:25 182	7 finish getImage
14:07:25 183	 1:start getImage
14:07:25 183	 2 getImage times:0
14:07:25 196	3  GrabFrame times:0,result=
14:07:25 201	 5 ImageProcess result=
14:07:25 203	7 finish getImage
14:07:25 372	 1:start getImage
14:07:25 373	 2 getImage times:0
14:07:25 373	3  GrabFrame times:0,result=
14:07:25 378	 5 ImageProcess result=
14:07:25 381	7 finish getImage
14:07:25 382	 1:start getImage
14:07:25 382	 2 getImage times:0
14:07:25 396	3  GrabFrame times:0,result=
14:07:25 401	 5 ImageProcess result=
14:07:25 404	7 finish getImage
14:07:25 574	 1:start getImage
14:07:25 575	 2 getImage times:0
14:07:25 575	3  GrabFrame times:0,result=
14:07:25 580	 5 ImageProcess result=
14:07:25 583	7 finish getImage
14:07:25 584	 1:start getImage
14:07:25 585	 2 getImage times:0
14:07:25 596	3  GrabFrame times:0,result=
14:07:25 601	 5 ImageProcess result=
14:07:25 604	7 finish getImage
14:07:25 772	 1:start getImage
14:07:25 773	 2 getImage times:0
14:07:25 773	3  GrabFrame times:0,result=
14:07:25 778	 5 ImageProcess result=
14:07:25 781	7 finish getImage
14:07:25 782	 1:start getImage
14:07:25 782	 2 getImage times:0
14:07:25 797	3  GrabFrame times:0,result=
14:07:25 801	 5 ImageProcess result=
14:07:25 804	7 finish getImage
14:07:25 973	 1:start getImage
14:07:25 973	 2 getImage times:0
14:07:25 974	3  GrabFrame times:0,result=
14:07:25 979	 5 ImageProcess result=
14:07:25 982	7 finish getImage
14:07:25 983	 1:start getImage
14:07:25 984	 2 getImage times:0
14:07:25 997	3  GrabFrame times:0,result=
14:07:26 001	 5 ImageProcess result=
14:07:26 004	7 finish getImage
14:07:26 173	 1:start getImage
14:07:26 173	 2 getImage times:0
14:07:26 174	3  GrabFrame times:0,result=
14:07:26 179	 5 ImageProcess result=
14:07:26 182	7 finish getImage
14:07:26 183	 1:start getImage
14:07:26 183	 2 getImage times:0
14:07:26 197	3  GrabFrame times:0,result=
14:07:26 201	 5 ImageProcess result=
14:07:26 204	7 finish getImage
14:07:26 374	 1:start getImage
14:07:26 374	 2 getImage times:0
14:07:26 375	3  GrabFrame times:0,result=
14:07:26 380	 5 ImageProcess result=
14:07:26 383	7 finish getImage
14:07:26 384	 1:start getImage
14:07:26 384	 2 getImage times:0
14:07:26 396	3  GrabFrame times:0,result=
14:07:26 400	 5 ImageProcess result=
14:07:26 403	7 finish getImage
14:07:26 572	 1:start getImage
14:07:26 572	 2 getImage times:0
14:07:26 573	3  GrabFrame times:0,result=
14:07:26 578	 5 ImageProcess result=
14:07:26 581	7 finish getImage
14:07:26 582	 1:start getImage
14:07:26 582	 2 getImage times:0
14:07:26 596	3  GrabFrame times:0,result=
14:07:26 600	 5 ImageProcess result=
14:07:26 604	7 finish getImage
14:07:27 234	 1:start getImage
14:07:27 235	 2 getImage times:0
14:07:27 236	3  GrabFrame times:0,result=
14:07:27 240	 5 ImageProcess result=
14:07:27 243	7 finish getImage
14:07:27 244	 1:start getImage
14:07:27 245	 2 getImage times:0
14:07:27 246	3  GrabFrame times:0,result=
14:07:27 250	 5 ImageProcess result=
14:07:27 253	7 finish getImage
14:07:27 697	 1:start getImage
14:07:27 697	 2 getImage times:0
14:07:27 698	3  GrabFrame times:0,result=
14:07:27 703	 5 ImageProcess result=
14:07:27 706	7 finish getImage
14:07:27 707	 1:start getImage
14:07:27 707	 2 getImage times:0
14:07:27 717	3  GrabFrame times:0,result=
14:07:27 721	 5 ImageProcess result=
14:07:27 724	7 finish getImage
14:07:28 162	 1:start getImage
14:07:28 163	 2 getImage times:0
14:07:28 163	3  GrabFrame times:0,result=
14:07:28 168	 5 ImageProcess result=
14:07:28 170	7 finish getImage
14:07:28 172	 1:start getImage
14:07:28 172	 2 getImage times:0
14:07:28 196	3  GrabFrame times:0,result=
14:07:28 200	 5 ImageProcess result=
14:07:28 203	7 finish getImage
14:07:28 642	 1:start getImage
14:07:28 642	 2 getImage times:0
14:07:28 643	3  GrabFrame times:0,result=
14:07:28 648	 5 ImageProcess result=
14:07:28 651	7 finish getImage
14:07:28 652	 1:start getImage
14:07:28 652	 2 getImage times:0
14:07:28 676	3  GrabFrame times:0,result=
14:07:28 680	 5 ImageProcess result=
14:07:28 683	7 finish getImage
14:07:29 118	 1:start getImage
14:07:29 118	 2 getImage times:0
14:07:29 119	3  GrabFrame times:0,result=
14:07:29 124	 5 ImageProcess result=
14:07:29 127	7 finish getImage
14:07:29 128	 1:start getImage
14:07:29 129	 2 getImage times:0
14:07:29 156	3  GrabFrame times:0,result=
14:07:29 161	 5 ImageProcess result=
14:07:29 164	7 finish getImage
14:07:29 603	 1:start getImage
14:07:29 603	 2 getImage times:0
14:07:29 604	3  GrabFrame times:0,result=
14:07:29 609	 5 ImageProcess result=
14:07:29 612	7 finish getImage
14:07:29 613	 1:start getImage
14:07:29 613	 2 getImage times:0
14:07:29 637	3  GrabFrame times:0,result=
14:07:29 641	 5 ImageProcess result=
14:07:29 644	7 finish getImage
14:07:30 083	 1:start getImage
14:07:30 084	 2 getImage times:0
14:07:30 085	3  GrabFrame times:0,result=
14:07:30 089	 5 ImageProcess result=
14:07:30 092	7 finish getImage
14:07:30 093	 1:start getImage
14:07:30 093	 2 getImage times:0
14:07:30 116	3  GrabFrame times:0,result=
14:07:30 120	 5 ImageProcess result=
14:07:30 123	7 finish getImage
14:07:30 566	 1:start getImage
14:07:30 567	 2 getImage times:0
14:07:30 567	3  GrabFrame times:0,result=
14:07:30 572	 5 ImageProcess result=
14:07:30 575	7 finish getImage
14:07:30 576	 1:start getImage
14:07:30 577	 2 getImage times:0
14:07:30 596	3  GrabFrame times:0,result=
14:07:30 601	 5 ImageProcess result=
14:07:30 603	7 finish getImage
14:07:31 043	 1:start getImage
14:07:31 043	 2 getImage times:0
14:07:31 044	3  GrabFrame times:0,result=
14:07:31 049	 5 ImageProcess result=
14:07:31 052	7 finish getImage
14:07:31 053	 1:start getImage
14:07:31 054	 2 getImage times:0
14:07:31 077	3  GrabFrame times:0,result=
14:07:31 081	 5 ImageProcess result=
14:07:31 084	7 finish getImage
14:07:31 524	 1:start getImage
14:07:31 524	 2 getImage times:0
14:07:31 525	3  GrabFrame times:0,result=
14:07:31 529	 5 ImageProcess result=
14:07:31 532	7 finish getImage
14:07:31 533	 1:start getImage
14:07:31 533	 2 getImage times:0
14:07:31 556	3  GrabFrame times:0,result=
14:07:31 560	 5 ImageProcess result=
14:07:31 563	7 finish getImage
14:07:32 002	 1:start getImage
14:07:32 002	 2 getImage times:0
14:07:32 003	3  GrabFrame times:0,result=
14:07:32 008	 5 ImageProcess result=
14:07:32 011	7 finish getImage
14:07:32 012	 1:start getImage
14:07:32 012	 2 getImage times:0
14:07:32 036	3  GrabFrame times:0,result=
14:07:32 041	 5 ImageProcess result=
14:07:32 043	7 finish getImage
14:07:32 480	 1:start getImage
14:07:32 481	 2 getImage times:0
14:07:32 481	3  GrabFrame times:0,result=
14:07:32 486	 5 ImageProcess result=
14:07:32 489	7 finish getImage
14:07:32 490	 1:start getImage
14:07:32 490	 2 getImage times:0
14:07:32 516	3  GrabFrame times:0,result=
14:07:32 521	 5 ImageProcess result=
14:07:32 523	7 finish getImage
14:07:32 963	 1:start getImage
14:07:32 963	 2 getImage times:0
14:07:32 964	3  GrabFrame times:0,result=
14:07:32 969	 5 ImageProcess result=
14:07:32 972	7 finish getImage
14:07:32 973	 1:start getImage
14:07:32 974	 2 getImage times:0
14:07:32 997	3  GrabFrame times:0,result=
14:07:33 001	 5 ImageProcess result=
14:07:33 004	7 finish getImage
14:07:33 444	 1:start getImage
14:07:33 445	 2 getImage times:0
14:07:33 446	3  GrabFrame times:0,result=
14:07:33 450	 5 ImageProcess result=
14:07:33 453	7 finish getImage
