13:43:52 856	 start loadBaseParameter 
14:10:15 139	3  GrabFrame times:1,result=
14:10:15 191	 2 getImage times:2
14:10:15 191	3  GrabFrame times:2,result=
14:10:15 412	 1:start getImage
14:10:15 413	 2 getImage times:0
14:10:15 413	3  GrabFrame times:0,result=
14:10:15 465	 2 getImage times:1
14:10:15 465	3  GrabFrame times:1,result=
14:10:15 517	 2 getImage times:2
14:10:15 517	3  GrabFrame times:2,result=
14:10:15 570	 1:start getImage
14:10:15 571	 2 getImage times:0
14:10:15 572	3  GrabFrame times:0,result=
14:10:15 623	 2 getImage times:1
14:10:15 623	3  GrabFrame times:1,result=
14:10:15 675	 2 getImage times:2
14:10:15 675	3  GrabFrame times:2,result=
14:10:15 728	 1:start getImage
14:10:15 729	 2 getImage times:0
14:10:15 729	3  GrabFrame times:0,result=
14:10:15 781	 2 getImage times:1
14:10:15 781	3  GrabFrame times:1,result=
14:10:15 833	 2 getImage times:2
14:10:15 833	3  GrabFrame times:2,result=
14:10:15 886	 1:start getImage
14:10:15 887	 2 getImage times:0
14:10:15 887	3  GrabFrame times:0,result=
14:10:15 939	 2 getImage times:1
14:10:15 939	3  GrabFrame times:1,result=
14:10:15 990	 2 getImage times:2
14:10:15 990	3  GrabFrame times:2,result=
14:10:16 043	 1:start getImage
14:10:16 044	 2 getImage times:0
14:10:16 044	3  GrabFrame times:0,result=
14:10:16 096	 2 getImage times:1
14:10:16 096	3  GrabFrame times:1,result=
14:10:16 148	 2 getImage times:2
14:10:16 148	3  GrabFrame times:2,result=
14:10:16 201	 1:start getImage
14:10:16 202	 2 getImage times:0
14:10:16 202	3  GrabFrame times:0,result=
14:10:16 253	 2 getImage times:1
14:10:16 253	3  GrabFrame times:1,result=
14:10:16 305	 2 getImage times:2
14:10:16 305	3  GrabFrame times:2,result=
14:10:16 524	 1:start getImage
14:10:16 524	 2 getImage times:0
14:10:16 525	3  GrabFrame times:0,result=
14:10:16 576	 2 getImage times:1
14:10:16 576	3  GrabFrame times:1,result=
14:10:16 628	 2 getImage times:2
14:10:16 628	3  GrabFrame times:2,result=
14:10:16 681	 1:start getImage
14:10:16 681	 2 getImage times:0
14:10:16 682	3  GrabFrame times:0,result=
14:10:16 733	 2 getImage times:1
14:10:16 733	3  GrabFrame times:1,result=
14:10:16 785	 2 getImage times:2
14:10:16 785	3  GrabFrame times:2,result=
14:10:16 838	 1:start getImage
14:10:16 838	 2 getImage times:0
14:10:16 839	3  GrabFrame times:0,result=
14:10:16 890	 2 getImage times:1
14:10:16 890	3  GrabFrame times:1,result=
14:10:16 942	 2 getImage times:2
14:10:16 942	3  GrabFrame times:2,result=
14:10:16 995	 1:start getImage
14:10:16 995	 2 getImage times:0
14:10:16 996	3  GrabFrame times:0,result=
14:10:17 047	 2 getImage times:1
14:10:17 047	3  GrabFrame times:1,result=
14:10:17 099	 2 getImage times:2
14:10:17 099	3  GrabFrame times:2,result=
14:10:17 152	 1:start getImage
14:10:17 153	 2 getImage times:0
14:10:17 153	3  GrabFrame times:0,result=
14:10:17 205	 2 getImage times:1
14:10:17 205	3  GrabFrame times:1,result=
14:10:17 257	 2 getImage times:2
14:10:17 257	3  GrabFrame times:2,result=
14:10:17 310	 1:start getImage
14:10:17 310	 2 getImage times:0
14:10:17 311	3  GrabFrame times:0,result=
14:10:17 362	 2 getImage times:1
14:10:17 362	3  GrabFrame times:1,result=
14:10:17 414	 2 getImage times:2
14:10:17 414	3  GrabFrame times:2,result=
14:10:17 634	 1:start getImage
14:10:17 635	 2 getImage times:0
14:10:17 635	3  GrabFrame times:0,result=
14:10:17 687	 2 getImage times:1
14:10:17 687	3  GrabFrame times:1,result=
14:10:17 739	 2 getImage times:2
14:10:17 739	3  GrabFrame times:2,result=
14:10:17 791	 1:start getImage
14:10:17 792	 2 getImage times:0
14:10:17 792	3  GrabFrame times:0,result=
14:10:17 844	 2 getImage times:1
14:10:17 844	3  GrabFrame times:1,result=
14:10:17 896	 2 getImage times:2
14:10:17 896	3  GrabFrame times:2,result=
14:10:17 949	 1:start getImage
14:10:17 950	 2 getImage times:0
14:10:17 950	3  GrabFrame times:0,result=
14:10:18 001	 2 getImage times:1
14:10:18 001	3  GrabFrame times:1,result=
14:10:18 053	 2 getImage times:2
14:10:18 053	3  GrabFrame times:2,result=
14:10:18 106	 1:start getImage
14:10:18 107	 2 getImage times:0
14:10:18 107	3  GrabFrame times:0,result=
14:10:18 158	 2 getImage times:1
14:10:18 158	3  GrabFrame times:1,result=
14:10:18 210	 2 getImage times:2
14:10:18 210	3  GrabFrame times:2,result=
14:10:18 263	 1:start getImage
14:10:18 264	 2 getImage times:0
14:10:18 264	3  GrabFrame times:0,result=
14:10:18 316	 2 getImage times:1
14:10:18 316	3  GrabFrame times:1,result=
14:10:18 368	 2 getImage times:2
14:10:18 368	3  GrabFrame times:2,result=
14:10:18 421	 1:start getImage
14:10:18 422	 2 getImage times:0
14:10:18 422	3  GrabFrame times:0,result=
14:10:18 474	 2 getImage times:1
14:10:18 474	3  GrabFrame times:1,result=
14:10:18 526	 2 getImage times:2
14:10:18 527	3  GrabFrame times:2,result=
14:10:18 749	 1:start getImage
14:10:18 749	 2 getImage times:0
14:10:18 750	3  GrabFrame times:0,result=
14:10:18 801	 2 getImage times:1
14:10:18 801	3  GrabFrame times:1,result=
14:10:18 853	 2 getImage times:2
14:10:18 853	3  GrabFrame times:2,result=
14:10:18 906	 1:start getImage
14:10:18 917	 2 getImage times:0
14:10:18 917	3  GrabFrame times:0,result=
14:10:18 969	 2 getImage times:1
14:10:18 969	3  GrabFrame times:1,result=
14:10:19 021	 2 getImage times:2
14:10:19 021	3  GrabFrame times:2,result=
14:10:19 074	 1:start getImage
14:10:19 074	 2 getImage times:0
14:10:19 075	3  GrabFrame times:0,result=
14:10:19 126	 2 getImage times:1
14:10:19 126	3  GrabFrame times:1,result=
14:10:19 178	 2 getImage times:2
14:10:19 178	3  GrabFrame times:2,result=
14:10:19 231	 1:start getImage
14:10:19 231	 2 getImage times:0
14:10:19 232	3  GrabFrame times:0,result=
14:10:19 283	 2 getImage times:1
14:10:19 283	3  GrabFrame times:1,result=
14:10:19 335	 2 getImage times:2
14:10:19 335	3  GrabFrame times:2,result=
14:10:19 388	 1:start getImage
14:10:19 388	 2 getImage times:0
14:10:19 389	3  GrabFrame times:0,result=
14:10:19 440	 2 getImage times:1
14:10:19 440	3  GrabFrame times:1,result=
14:10:19 492	 2 getImage times:2
14:10:19 492	3  GrabFrame times:2,result=
14:10:19 544	 1:start getImage
14:10:19 544	 2 getImage times:0
14:10:19 545	3  GrabFrame times:0,result=
14:10:19 596	 2 getImage times:1
14:10:19 596	3  GrabFrame times:1,result=
14:10:19 648	 2 getImage times:2
14:10:19 648	3  GrabFrame times:2,result=
14:10:19 869	 1:start getImage
14:10:19 869	 2 getImage times:0
14:10:19 870	3  GrabFrame times:0,result=
14:10:19 921	 2 getImage times:1
14:10:19 921	3  GrabFrame times:1,result=
14:10:19 973	 2 getImage times:2
14:10:19 973	3  GrabFrame times:2,result=
14:10:20 026	 1:start getImage
14:10:20 026	 2 getImage times:0
14:10:20 027	3  GrabFrame times:0,result=
14:10:20 078	 2 getImage times:1
14:10:20 078	3  GrabFrame times:1,result=
14:10:20 130	 2 getImage times:2
14:10:20 130	3  GrabFrame times:2,result=
14:10:20 183	 1:start getImage
14:10:20 184	 2 getImage times:0
14:10:20 184	3  GrabFrame times:0,result=
14:10:20 236	 2 getImage times:1
14:10:20 236	3  GrabFrame times:1,result=
14:10:20 288	 2 getImage times:2
14:10:20 288	3  GrabFrame times:2,result=
14:10:20 341	 1:start getImage
14:10:20 342	 2 getImage times:0
14:10:20 342	3  GrabFrame times:0,result=
14:10:20 394	 2 getImage times:1
14:10:20 394	3  GrabFrame times:1,result=
14:10:20 446	 2 getImage times:2
14:10:20 446	3  GrabFrame times:2,result=
14:10:20 499	 1:start getImage
14:10:20 500	 2 getImage times:0
14:10:20 500	3  GrabFrame times:0,result=
14:10:20 552	 2 getImage times:1
14:10:20 552	3  GrabFrame times:1,result=
14:10:20 604	 2 getImage times:2
14:10:20 604	3  GrabFrame times:2,result=
14:10:20 657	 1:start getImage
14:10:20 658	 2 getImage times:0
14:10:20 658	3  GrabFrame times:0,result=
14:10:20 709	 2 getImage times:1
14:10:20 709	3  GrabFrame times:1,result=
14:10:20 761	 2 getImage times:2
14:10:20 761	3  GrabFrame times:2,result=
14:10:20 983	 1:start getImage
14:10:20 983	 2 getImage times:0
14:10:20 984	3  GrabFrame times:0,result=
14:10:21 035	 2 getImage times:1
14:10:21 035	3  GrabFrame times:1,result=
14:10:21 087	 2 getImage times:2
14:10:21 087	3  GrabFrame times:2,result=
14:10:21 140	 1:start getImage
14:10:21 141	 2 getImage times:0
14:10:21 141	3  GrabFrame times:0,result=
14:10:21 193	 2 getImage times:1
14:10:21 193	3  GrabFrame times:1,result=
14:10:21 245	 2 getImage times:2
14:10:21 246	3  GrabFrame times:2,result=
14:10:21 298	 1:start getImage
14:10:21 299	 2 getImage times:0
14:10:21 299	3  GrabFrame times:0,result=
14:10:21 351	 2 getImage times:1
14:10:21 351	3  GrabFrame times:1,result=
14:10:21 403	 2 getImage times:2
14:10:21 403	3  GrabFrame times:2,result=
14:10:21 456	 1:start getImage
14:10:21 457	 2 getImage times:0
14:10:21 457	3  GrabFrame times:0,result=
14:10:21 509	 2 getImage times:1
14:10:21 509	3  GrabFrame times:1,result=
14:10:21 561	 2 getImage times:2
14:10:21 561	3  GrabFrame times:2,result=
14:10:21 614	 1:start getImage
14:10:21 615	 2 getImage times:0
14:10:21 615	3  GrabFrame times:0,result=
14:10:21 666	 2 getImage times:1
14:10:21 666	3  GrabFrame times:1,result=
14:10:21 718	 2 getImage times:2
14:10:21 718	3  GrabFrame times:2,result=
14:10:21 771	 1:start getImage
14:10:21 771	 2 getImage times:0
14:10:21 772	3  GrabFrame times:0,result=
14:10:21 823	 2 getImage times:1
14:10:21 823	3  GrabFrame times:1,result=
14:10:21 875	 2 getImage times:2
14:10:21 875	3  GrabFrame times:2,result=
14:10:22 094	 1:start getImage
14:10:22 094	 2 getImage times:0
14:10:22 095	3  GrabFrame times:0,result=
14:10:22 146	 2 getImage times:1
14:10:22 146	3  GrabFrame times:1,result=
14:10:22 198	 2 getImage times:2
14:10:22 198	3  GrabFrame times:2,result=
14:10:22 251	 1:start getImage
14:10:22 251	 2 getImage times:0
14:10:22 252	3  GrabFrame times:0,result=
14:10:22 303	 2 getImage times:1
14:10:22 303	3  GrabFrame times:1,result=
14:10:22 355	 2 getImage times:2
14:10:22 355	3  GrabFrame times:2,result=
14:10:22 408	 1:start getImage
14:10:22 408	 2 getImage times:0
14:10:22 409	3  GrabFrame times:0,result=
14:10:22 460	 2 getImage times:1
14:10:22 460	3  GrabFrame times:1,result=
14:10:22 512	 2 getImage times:2
14:10:22 512	3  GrabFrame times:2,result=
14:10:22 565	 1:start getImage
14:10:22 566	 2 getImage times:0
14:10:22 566	3  GrabFrame times:0,result=
14:10:22 617	 2 getImage times:1
14:10:22 617	3  GrabFrame times:1,result=
14:10:22 669	 2 getImage times:2
14:10:22 669	3  GrabFrame times:2,result=
14:10:22 722	 1:start getImage
14:10:22 722	 2 getImage times:0
14:10:22 723	3  GrabFrame times:0,result=
14:10:22 774	 2 getImage times:1
14:10:22 774	3  GrabFrame times:1,result=
14:10:22 826	 2 getImage times:2
14:10:22 826	3  GrabFrame times:2,result=
14:10:22 879	 1:start getImage
14:10:22 879	 2 getImage times:0
14:10:22 880	3  GrabFrame times:0,result=
14:10:22 931	 2 getImage times:1
14:10:22 931	3  GrabFrame times:1,result=
14:10:22 982	 2 getImage times:2
14:10:22 982	3  GrabFrame times:2,result=
14:10:23 201	 1:start getImage
14:10:23 201	 2 getImage times:0
14:10:23 202	3  GrabFrame times:0,result=
14:10:23 253	 2 getImage times:1
14:10:23 253	3  GrabFrame times:1,result=
14:10:23 305	 2 getImage times:2
14:10:23 305	3  GrabFrame times:2,result=
14:10:23 358	 1:start getImage
14:10:23 358	 2 getImage times:0
14:10:23 359	3  GrabFrame times:0,result=
14:10:23 410	 2 getImage times:1
14:10:23 410	3  GrabFrame times:1,result=
14:10:23 462	 2 getImage times:2
14:10:23 462	3  GrabFrame times:2,result=
14:10:23 515	 1:start getImage
14:10:23 516	 2 getImage times:0
14:10:23 516	3  GrabFrame times:0,result=
14:10:23 568	 2 getImage times:1
14:10:23 568	3  GrabFrame times:1,result=
14:10:23 620	 2 getImage times:2
14:10:23 620	3  GrabFrame times:2,result=
14:10:23 673	 1:start getImage
14:10:23 674	 2 getImage times:0
14:10:23 674	3  GrabFrame times:0,result=
14:10:23 725	 2 getImage times:1
14:10:23 725	3  GrabFrame times:1,result=
14:10:23 777	 2 getImage times:2
14:10:23 777	3  GrabFrame times:2,result=
14:10:23 830	 1:start getImage
14:10:23 831	 2 getImage times:0
14:10:23 831	3  GrabFrame times:0,result=
14:10:23 882	 2 getImage times:1
14:10:23 882	3  GrabFrame times:1,result=
14:10:23 934	 2 getImage times:2
14:10:23 934	3  GrabFrame times:2,result=
14:10:23 987	 1:start getImage
14:10:23 988	 2 getImage times:0
14:10:23 988	3  GrabFrame times:0,result=
14:10:24 040	 2 getImage times:1
14:10:24 040	3  GrabFrame times:1,result=
14:10:24 092	 2 getImage times:2
14:10:24 092	3  GrabFrame times:2,result=
14:10:24 313	 1:start getImage
14:10:24 313	 2 getImage times:0
14:10:24 314	3  GrabFrame times:0,result=
14:10:24 365	 2 getImage times:1
14:10:24 365	3  GrabFrame times:1,result=
14:10:24 417	 2 getImage times:2
14:10:24 417	3  GrabFrame times:2,result=
14:10:24 470	 1:start getImage
14:10:24 471	 2 getImage times:0
14:10:24 472	3  GrabFrame times:0,result=
14:10:24 523	 2 getImage times:1
14:10:24 523	3  GrabFrame times:1,result=
14:10:24 575	 2 getImage times:2
14:10:24 575	3  GrabFrame times:2,result=
14:10:24 628	 1:start getImage
14:10:24 629	 2 getImage times:0
14:10:24 629	3  GrabFrame times:0,result=
14:10:24 680	 2 getImage times:1
14:10:24 680	3  GrabFrame times:1,result=
14:10:24 731	 2 getImage times:2
14:10:24 731	3  GrabFrame times:2,result=
14:10:24 784	 1:start getImage
14:10:24 785	 2 getImage times:0
14:10:24 785	3  GrabFrame times:0,result=
14:10:24 837	 2 getImage times:1
14:10:24 837	3  GrabFrame times:1,result=
14:10:24 889	 2 getImage times:2
14:10:24 889	3  GrabFrame times:2,result=
14:10:24 942	 1:start getImage
14:10:24 943	 2 getImage times:0
14:10:24 943	3  GrabFrame times:0,result=
14:10:24 995	 2 getImage times:1
14:10:24 995	3  GrabFrame times:1,result=
14:10:25 047	 2 getImage times:2
14:10:25 047	3  GrabFrame times:2,result=
14:10:25 100	 1:start getImage
14:10:25 101	 2 getImage times:0
14:10:25 101	3  GrabFrame times:0,result=
14:10:25 153	 2 getImage times:1
14:10:25 153	3  GrabFrame times:1,result=
14:10:25 205	 2 getImage times:2
14:10:25 205	3  GrabFrame times:2,result=
14:10:25 424	 1:start getImage
14:10:25 425	 2 getImage times:0
14:10:25 425	3  GrabFrame times:0,result=
14:10:25 477	 2 getImage times:1
14:10:25 477	3  GrabFrame times:1,result=
14:10:25 529	 2 getImage times:2
14:10:25 529	3  GrabFrame times:2,result=
14:10:25 582	 1:start getImage
14:10:25 583	 2 getImage times:0
14:10:25 583	3  GrabFrame times:0,result=
14:10:25 635	 2 getImage times:1
14:10:25 635	3  GrabFrame times:1,result=
14:10:25 687	 2 getImage times:2
14:10:25 687	3  GrabFrame times:2,result=
14:10:25 740	 1:start getImage
14:10:25 740	 2 getImage times:0
14:10:25 741	3  GrabFrame times:0,result=
14:10:25 792	 2 getImage times:1
14:10:25 792	3  GrabFrame times:1,result=
14:10:25 844	 2 getImage times:2
14:10:25 844	3  GrabFrame times:2,result=
14:10:25 897	 1:start getImage
14:10:25 897	 2 getImage times:0
14:10:25 898	3  GrabFrame times:0,result=
14:10:25 949	 2 getImage times:1
14:10:25 949	3  GrabFrame times:1,result=
14:10:26 001	 2 getImage times:2
14:10:26 001	3  GrabFrame times:2,result=
14:10:26 055	 1:start getImage
14:10:26 055	 2 getImage times:0
14:10:26 056	3  GrabFrame times:0,result=
14:10:26 107	 2 getImage times:1
14:10:26 107	3  GrabFrame times:1,result=
14:10:26 159	 2 getImage times:2
14:10:26 159	3  GrabFrame times:2,result=
14:10:26 212	 1:start getImage
14:10:26 213	 2 getImage times:0
14:10:26 213	3  GrabFrame times:0,result=
14:10:26 264	 2 getImage times:1
14:10:26 264	3  GrabFrame times:1,result=
14:10:26 316	 2 getImage times:2
14:10:26 316	3  GrabFrame times:2,result=
14:10:26 536	 1:start getImage
14:10:26 536	 2 getImage times:0
14:10:26 537	3  GrabFrame times:0,result=
14:10:26 589	 2 getImage times:1
14:10:26 589	3  GrabFrame times:1,result=
14:10:26 641	 2 getImage times:2
14:10:26 641	3  GrabFrame times:2,result=
14:10:26 694	 1:start getImage
14:10:26 695	 2 getImage times:0
14:10:26 695	3  GrabFrame times:0,result=
14:10:26 746	 2 getImage times:1
14:10:26 746	3  GrabFrame times:1,result=
14:10:26 798	 2 getImage times:2
14:10:26 798	3  GrabFrame times:2,result=
14:10:26 851	 1:start getImage
14:10:26 852	 2 getImage times:0
14:10:26 852	3  GrabFrame times:0,result=
14:10:26 903	 2 getImage times:1
14:10:26 903	3  GrabFrame times:1,result=
14:10:26 955	 2 getImage times:2
14:10:26 955	3  GrabFrame times:2,result=
14:10:27 008	 1:start getImage
14:10:27 008	 2 getImage times:0
14:10:27 009	3  GrabFrame times:0,result=
14:10:27 060	 2 getImage times:1
14:10:27 060	3  GrabFrame times:1,result=
14:10:27 112	 2 getImage times:2
14:10:27 112	3  GrabFrame times:2,result=
14:10:27 165	 1:start getImage
14:10:27 165	 2 getImage times:0
14:10:27 166	3  GrabFrame times:0,result=
14:10:27 217	 2 getImage times:1
14:10:27 217	3  GrabFrame times:1,result=
14:10:27 269	 2 getImage times:2
14:10:27 269	3  GrabFrame times:2,result=
14:10:27 322	 1:start getImage
14:10:27 323	 2 getImage times:0
14:10:27 323	3  GrabFrame times:0,result=
14:10:27 375	 2 getImage times:1
14:10:27 375	3  GrabFrame times:1,result=
14:10:27 427	 2 getImage times:2
14:10:27 427	3  GrabFrame times:2,result=
14:10:27 646	 1:start getImage
14:10:27 646	 2 getImage times:0
14:10:27 647	3  GrabFrame times:0,result=
14:10:27 698	 2 getImage times:1
14:10:27 698	3  GrabFrame times:1,result=
14:10:27 750	 2 getImage times:2
14:10:27 750	3  GrabFrame times:2,result=
14:10:27 803	 1:start getImage
14:10:27 803	 2 getImage times:0
14:10:27 804	3  GrabFrame times:0,result=
14:10:27 855	 2 getImage times:1
14:10:27 855	3  GrabFrame times:1,result=
14:10:27 907	 2 getImage times:2
14:10:27 907	3  GrabFrame times:2,result=
14:10:27 960	 1:start getImage
14:10:27 960	 2 getImage times:0
14:10:27 961	3  GrabFrame times:0,result=
14:10:28 012	 2 getImage times:1
14:10:28 012	3  GrabFrame times:1,result=
14:10:28 064	 2 getImage times:2
14:10:28 064	3  GrabFrame times:2,result=
14:10:28 117	 1:start getImage
14:10:28 118	 2 getImage times:0
14:10:28 118	3  GrabFrame times:0,result=
14:10:28 169	 2 getImage times:1
14:10:28 170	3  GrabFrame times:1,result=
14:10:28 221	 2 getImage times:2
14:10:28 221	3  GrabFrame times:2,result=
14:10:28 274	 1:start getImage
14:10:28 274	 2 getImage times:0
14:10:28 275	3  GrabFrame times:0,result=
14:10:28 326	 2 getImage times:1
14:10:28 326	3  GrabFrame times:1,result=
14:10:28 378	 2 getImage times:2
14:10:28 378	3  GrabFrame times:2,result=
14:10:28 431	 1:start getImage
14:10:28 432	 2 getImage times:0
14:10:28 432	3  GrabFrame times:0,result=
14:10:28 484	 2 getImage times:1
14:10:28 484	3  GrabFrame times:1,result=
14:10:28 536	 2 getImage times:2
14:10:28 536	3  GrabFrame times:2,result=
14:10:28 787	 1:start getImage
14:10:28 787	 2 getImage times:0
14:10:28 788	3  GrabFrame times:0,result=
14:10:28 839	 2 getImage times:1
14:10:28 839	3  GrabFrame times:1,result=
14:10:28 891	 2 getImage times:2
14:10:28 891	3  GrabFrame times:2,result=
14:10:28 944	 1:start getImage
14:10:28 945	 2 getImage times:0
14:10:28 945	3  GrabFrame times:0,result=
14:10:28 997	 2 getImage times:1
14:10:28 997	3  GrabFrame times:1,result=
14:10:29 049	 2 getImage times:2
14:10:29 049	3  GrabFrame times:2,result=
14:10:29 102	 1:start getImage
14:10:29 103	 2 getImage times:0
14:10:29 103	3  GrabFrame times:0,result=
14:10:29 155	 2 getImage times:1
14:10:29 155	3  GrabFrame times:1,result=
14:10:29 207	 2 getImage times:2
14:10:29 207	3  GrabFrame times:2,result=
14:10:29 260	 1:start getImage
14:10:29 261	 2 getImage times:0
14:10:29 261	3  GrabFrame times:0,result=
14:10:29 313	 2 getImage times:1
14:10:29 313	3  GrabFrame times:1,result=
14:10:29 365	 2 getImage times:2
14:10:29 365	3  GrabFrame times:2,result=
14:10:29 418	 1:start getImage
14:10:29 418	 2 getImage times:0
14:10:29 419	3  GrabFrame times:0,result=
14:10:29 470	 2 getImage times:1
14:10:29 470	3  GrabFrame times:1,result=
14:10:29 522	 2 getImage times:2
14:10:29 522	3  GrabFrame times:2,result=
14:10:29 575	 1:start getImage
14:10:29 576	 2 getImage times:0
14:10:29 576	3  GrabFrame times:0,result=
14:10:29 628	 2 getImage times:1
14:10:29 628	3  GrabFrame times:1,result=
14:10:29 680	 2 getImage times:2
14:10:29 680	3  GrabFrame times:2,result=
14:10:29 898	 1:start getImage
14:10:29 898	 2 getImage times:0
14:10:29 899	3  GrabFrame times:0,result=
14:10:29 950	 2 getImage times:1
14:10:29 950	3  GrabFrame times:1,result=
14:10:30 002	 2 getImage times:2
14:10:30 002	3  GrabFrame times:2,result=
14:10:30 054	 1:start getImage
14:10:30 055	 2 getImage times:0
14:10:30 055	3  GrabFrame times:0,result=
14:10:30 107	 2 getImage times:1
14:10:30 107	3  GrabFrame times:1,result=
14:10:30 159	 2 getImage times:2
14:10:30 159	3  GrabFrame times:2,result=
14:10:30 212	 1:start getImage
14:10:30 213	 2 getImage times:0
14:10:30 213	3  GrabFrame times:0,result=
14:10:30 265	 2 getImage times:1
14:10:30 265	3  GrabFrame times:1,result=
14:10:30 317	 2 getImage times:2
14:10:30 317	3  GrabFrame times:2,result=
14:10:30 370	 1:start getImage
14:10:30 371	 2 getImage times:0
14:10:30 371	3  GrabFrame times:0,result=
14:10:30 423	 2 getImage times:1
14:10:30 423	3  GrabFrame times:1,result=
14:10:30 475	 2 getImage times:2
14:10:30 475	3  GrabFrame times:2,result=
14:10:30 528	 1:start getImage
14:10:30 529	 2 getImage times:0
14:10:30 529	3  GrabFrame times:0,result=
14:10:30 581	 2 getImage times:1
14:10:30 581	3  GrabFrame times:1,result=
14:10:30 633	 2 getImage times:2
14:10:30 633	3  GrabFrame times:2,result=
14:10:30 686	 1:start getImage
14:10:30 686	 2 getImage times:0
14:10:30 687	3  GrabFrame times:0,result=
14:10:30 738	 2 getImage times:1
14:10:30 738	3  GrabFrame times:1,result=
14:10:30 790	 2 getImage times:2
14:10:30 790	3  GrabFrame times:2,result=
14:10:31 010	 1:start getImage
14:10:31 010	 2 getImage times:0
14:10:31 011	3  GrabFrame times:0,result=
14:10:31 062	 2 getImage times:1
14:10:31 062	3  GrabFrame times:1,result=
14:10:31 114	 2 getImage times:2
14:10:31 114	3  GrabFrame times:2,result=
14:10:31 167	 1:start getImage
14:10:31 168	 2 getImage times:0
14:10:31 168	3  GrabFrame times:0,result=
14:10:31 219	 2 getImage times:1
14:10:31 220	3  GrabFrame times:1,result=
14:10:31 271	 2 getImage times:2
14:10:31 271	3  GrabFrame times:2,result=
14:10:31 325	 1:start getImage
14:10:31 325	 2 getImage times:0
14:10:31 326	3  GrabFrame times:0,result=
14:10:31 377	 2 getImage times:1
14:10:31 378	3  GrabFrame times:1,result=
14:10:31 429	 2 getImage times:2
14:10:31 429	3  GrabFrame times:2,result=
14:10:31 482	 1:start getImage
14:10:31 483	 2 getImage times:0
14:10:31 484	3  GrabFrame times:0,result=
14:10:31 535	 2 getImage times:1
14:10:31 535	3  GrabFrame times:1,result=
14:10:31 587	 2 getImage times:2
14:10:31 587	3  GrabFrame times:2,result=
14:10:31 640	 1:start getImage
14:10:31 640	 2 getImage times:0
14:10:31 641	3  GrabFrame times:0,result=
14:10:31 692	 2 getImage times:1
14:10:31 692	3  GrabFrame times:1,result=
14:10:31 743	 2 getImage times:2
14:10:31 743	3  GrabFrame times:2,result=
14:10:31 798	 1:start getImage
14:10:31 798	 2 getImage times:0
14:10:31 799	3  GrabFrame times:0,result=
14:10:31 850	 2 getImage times:1
14:10:31 850	3  GrabFrame times:1,result=
14:10:31 902	 2 getImage times:2
14:10:31 902	3  GrabFrame times:2,result=
14:10:32 122	 1:start getImage
14:10:32 123	 2 getImage times:0
14:10:32 123	3  GrabFrame times:0,result=
14:10:32 174	 2 getImage times:1
14:10:32 174	3  GrabFrame times:1,result=
14:10:32 226	 2 getImage times:2
14:10:32 226	3  GrabFrame times:2,result=
14:10:32 280	 1:start getImage
14:10:32 280	 2 getImage times:0
14:10:32 281	3  GrabFrame times:0,result=
14:10:32 332	 2 getImage times:1
14:10:32 332	3  GrabFrame times:1,result=
14:10:32 384	 2 getImage times:2
14:10:32 384	3  GrabFrame times:2,result=
14:10:32 437	 1:start getImage
14:10:32 437	 2 getImage times:0
14:10:32 438	3  GrabFrame times:0,result=
14:10:32 489	 2 getImage times:1
14:10:32 489	3  GrabFrame times:1,result=
14:10:32 541	 2 getImage times:2
14:10:32 541	3  GrabFrame times:2,result=
14:10:32 594	 1:start getImage
14:10:32 594	 2 getImage times:0
14:10:32 595	3  GrabFrame times:0,result=
14:10:32 646	 2 getImage times:1
14:10:32 646	3  GrabFrame times:1,result=
14:10:32 698	 2 getImage times:2
14:10:32 698	3  GrabFrame times:2,result=
14:10:32 751	 1:start getImage
14:10:32 752	 2 getImage times:0
14:10:32 752	3  GrabFrame times:0,result=
14:10:32 804	 2 getImage times:1
14:10:32 804	3  GrabFrame times:1,result=
14:10:32 856	 2 getImage times:2
14:10:32 856	3  GrabFrame times:2,result=
14:10:32 910	 1:start getImage
14:10:32 911	 2 getImage times:0
14:10:32 911	3  GrabFrame times:0,result=
14:10:32 963	 2 getImage times:1
14:10:32 963	3  GrabFrame times:1,result=
14:10:33 015	 2 getImage times:2
14:10:33 015	3  GrabFrame times:2,result=
14:10:33 235	 1:start getImage
14:10:33 235	 2 getImage times:0
14:10:33 236	3  GrabFrame times:0,result=
14:10:33 288	 2 getImage times:1
14:10:33 288	3  GrabFrame times:1,result=
14:10:33 340	 2 getImage times:2
14:10:33 340	3  GrabFrame times:2,result=
14:10:33 393	 1:start getImage
14:10:33 394	 2 getImage times:0
14:10:33 394	3  GrabFrame times:0,result=
14:10:33 445	 2 getImage times:1
14:10:33 445	3  GrabFrame times:1,result=
14:10:33 497	 2 getImage times:2
14:10:33 497	3  GrabFrame times:2,result=
14:10:33 549	 1:start getImage
14:10:33 550	 2 getImage times:0
14:10:33 550	3  GrabFrame times:0,result=
14:10:33 602	 2 getImage times:1
14:10:33 602	3  GrabFrame times:1,result=
14:10:33 654	 2 getImage times:2
14:10:33 654	3  GrabFrame times:2,result=
14:10:33 707	 1:start getImage
14:10:33 708	 2 getImage times:0
14:10:33 708	3  GrabFrame times:0,result=
14:10:33 760	 2 getImage times:1
14:10:33 760	3  GrabFrame times:1,result=
14:10:33 812	 2 getImage times:2
14:10:33 813	3  GrabFrame times:2,result=
14:10:33 865	 1:start getImage
