16:45:29 326	 start loadBaseParameter 
17:07:24 982	7 finish getImage
17:07:24 984	 1:start getImage
17:07:24 984	 2 getImage times:0
17:07:24 987	3  GrabFrame times:0,result=
17:07:24 992	 5 ImageProcess result=
17:07:24 994	7 finish getImage
17:07:25 171	 1:start getImage
17:07:25 172	 2 getImage times:0
17:07:25 173	3  GrabFrame times:0,result=
17:07:25 177	 5 ImageProcess result=
17:07:25 180	7 finish getImage
17:07:25 182	 1:start getImage
17:07:25 183	 2 getImage times:0
17:07:25 187	3  GrabFrame times:0,result=
17:07:25 192	 5 ImageProcess result=
17:07:25 195	7 finish getImage
17:07:25 371	 1:start getImage
17:07:25 372	 2 getImage times:0
17:07:25 373	3  GrabFrame times:0,result=
17:07:25 377	 5 ImageProcess result=
17:07:25 380	7 finish getImage
17:07:25 382	 1:start getImage
17:07:25 383	 2 getImage times:0
17:07:25 387	3  GrabFrame times:0,result=
17:07:25 392	 5 ImageProcess result=
17:07:25 395	7 finish getImage
17:07:25 571	 1:start getImage
17:07:25 572	 2 getImage times:0
17:07:25 573	3  GrabFrame times:0,result=
17:07:25 577	 5 ImageProcess result=
17:07:25 580	7 finish getImage
17:07:25 582	 1:start getImage
17:07:25 583	 2 getImage times:0
17:07:25 587	3  GrabFrame times:0,result=
17:07:25 592	 5 ImageProcess result=
17:07:25 595	7 finish getImage
17:07:25 772	 1:start getImage
17:07:25 772	 2 getImage times:0
17:07:25 773	3  GrabFrame times:0,result=
17:07:25 777	 5 ImageProcess result=
17:07:25 781	7 finish getImage
17:07:25 782	 1:start getImage
17:07:25 783	 2 getImage times:0
17:07:25 786	3  GrabFrame times:0,result=
17:07:25 791	 5 ImageProcess result=
17:07:25 794	7 finish getImage
17:07:25 971	 1:start getImage
17:07:25 972	 2 getImage times:0
17:07:25 973	3  GrabFrame times:0,result=
17:07:25 977	 5 ImageProcess result=
17:07:25 980	7 finish getImage
17:07:25 982	 1:start getImage
17:07:25 983	 2 getImage times:0
17:07:25 987	3  GrabFrame times:0,result=
17:07:25 991	 5 ImageProcess result=
17:07:25 994	7 finish getImage
17:07:26 170	 1:start getImage
17:07:26 171	 2 getImage times:0
17:07:26 172	3  GrabFrame times:0,result=
17:07:26 176	 5 ImageProcess result=
17:07:26 179	7 finish getImage
17:07:26 181	 1:start getImage
17:07:26 182	 2 getImage times:0
17:07:26 187	3  GrabFrame times:0,result=
17:07:26 191	 5 ImageProcess result=
17:07:26 194	7 finish getImage
17:07:26 370	 1:start getImage
17:07:26 371	 2 getImage times:0
17:07:26 372	3  GrabFrame times:0,result=
17:07:26 376	 5 ImageProcess result=
17:07:26 379	7 finish getImage
17:07:26 381	 1:start getImage
17:07:26 382	 2 getImage times:0
17:07:26 387	3  GrabFrame times:0,result=
17:07:26 391	 5 ImageProcess result=
17:07:26 394	7 finish getImage
17:07:26 571	 1:start getImage
17:07:26 572	 2 getImage times:0
17:07:26 573	3  GrabFrame times:0,result=
17:07:26 577	 5 ImageProcess result=
17:07:26 580	7 finish getImage
17:07:26 582	 1:start getImage
17:07:26 583	 2 getImage times:0
17:07:26 587	3  GrabFrame times:0,result=
17:07:26 592	 5 ImageProcess result=
17:07:26 595	7 finish getImage
17:07:26 772	 1:start getImage
17:07:26 773	 2 getImage times:0
17:07:26 774	3  GrabFrame times:0,result=
17:07:26 778	 5 ImageProcess result=
17:07:26 782	7 finish getImage
17:07:26 783	 1:start getImage
17:07:26 784	 2 getImage times:0
17:07:26 787	3  GrabFrame times:0,result=
17:07:26 792	 5 ImageProcess result=
17:07:26 794	7 finish getImage
17:07:26 971	 1:start getImage
17:07:26 972	 2 getImage times:0
17:07:26 973	3  GrabFrame times:0,result=
17:07:26 977	 5 ImageProcess result=
17:07:26 980	7 finish getImage
17:07:26 982	 1:start getImage
17:07:26 983	 2 getImage times:0
17:07:26 987	3  GrabFrame times:0,result=
17:07:26 992	 5 ImageProcess result=
17:07:26 995	7 finish getImage
17:07:27 171	 1:start getImage
17:07:27 172	 2 getImage times:0
17:07:27 173	3  GrabFrame times:0,result=
17:07:27 177	 5 ImageProcess result=
17:07:27 181	7 finish getImage
17:07:27 182	 1:start getImage
17:07:27 183	 2 getImage times:0
17:07:27 187	3  GrabFrame times:0,result=
17:07:27 192	 5 ImageProcess result=
17:07:27 195	7 finish getImage
17:07:27 370	 1:start getImage
17:07:27 371	 2 getImage times:0
17:07:27 372	3  GrabFrame times:0,result=
17:07:27 377	 5 ImageProcess result=
17:07:27 379	7 finish getImage
17:07:27 381	 1:start getImage
17:07:27 382	 2 getImage times:0
17:07:27 387	3  GrabFrame times:0,result=
17:07:27 392	 5 ImageProcess result=
17:07:27 395	7 finish getImage
17:07:27 570	 1:start getImage
17:07:27 571	 2 getImage times:0
17:07:27 572	3  GrabFrame times:0,result=
17:07:27 577	 5 ImageProcess result=
17:07:27 580	7 finish getImage
17:07:27 582	 1:start getImage
17:07:27 582	 2 getImage times:0
17:07:27 586	3  GrabFrame times:0,result=
17:07:27 591	 5 ImageProcess result=
17:07:27 594	7 finish getImage
17:07:27 774	 1:start getImage
17:07:27 775	 2 getImage times:0
17:07:27 776	3  GrabFrame times:0,result=
17:07:27 781	 5 ImageProcess result=
17:07:27 784	7 finish getImage
17:07:27 786	 1:start getImage
17:07:27 786	 2 getImage times:0
17:07:27 787	3  GrabFrame times:0,result=
17:07:27 792	 5 ImageProcess result=
17:07:27 795	7 finish getImage
17:07:27 973	 1:start getImage
17:07:27 974	 2 getImage times:0
17:07:27 975	3  GrabFrame times:0,result=
17:07:27 980	 5 ImageProcess result=
17:07:27 983	7 finish getImage
17:07:27 984	 1:start getImage
17:07:27 985	 2 getImage times:0
17:07:27 987	3  GrabFrame times:0,result=
17:07:27 991	 5 ImageProcess result=
17:07:27 994	7 finish getImage
17:07:28 169	 1:start getImage
17:07:28 170	 2 getImage times:0
17:07:28 171	3  GrabFrame times:0,result=
17:07:28 175	 5 ImageProcess result=
17:07:28 178	7 finish getImage
17:07:28 180	 1:start getImage
17:07:28 180	 2 getImage times:0
17:07:28 187	3  GrabFrame times:0,result=
17:07:28 191	 5 ImageProcess result=
17:07:28 194	7 finish getImage
17:07:28 371	 1:start getImage
17:07:28 372	 2 getImage times:0
17:07:28 373	3  GrabFrame times:0,result=
17:07:28 378	 5 ImageProcess result=
17:07:28 380	7 finish getImage
17:07:28 382	 1:start getImage
17:07:28 383	 2 getImage times:0
17:07:28 387	3  GrabFrame times:0,result=
17:07:28 392	 5 ImageProcess result=
17:07:28 395	7 finish getImage
17:07:28 570	 1:start getImage
17:07:28 571	 2 getImage times:0
17:07:28 572	3  GrabFrame times:0,result=
17:07:28 576	 5 ImageProcess result=
17:07:28 579	7 finish getImage
17:07:28 581	 1:start getImage
17:07:28 582	 2 getImage times:0
17:07:28 587	3  GrabFrame times:0,result=
17:07:28 592	 5 ImageProcess result=
17:07:28 594	7 finish getImage
17:07:28 771	 1:start getImage
17:07:28 772	 2 getImage times:0
17:07:28 773	3  GrabFrame times:0,result=
17:07:28 777	 5 ImageProcess result=
17:07:28 780	7 finish getImage
17:07:28 782	 1:start getImage
17:07:28 783	 2 getImage times:0
17:07:28 787	3  GrabFrame times:0,result=
17:07:28 792	 5 ImageProcess result=
17:07:28 795	7 finish getImage
17:07:28 972	 1:start getImage
17:07:28 973	 2 getImage times:0
17:07:28 974	3  GrabFrame times:0,result=
17:07:28 978	 5 ImageProcess result=
17:07:28 981	7 finish getImage
17:07:28 983	 1:start getImage
17:07:28 984	 2 getImage times:0
17:07:28 987	3  GrabFrame times:0,result=
17:07:28 992	 5 ImageProcess result=
17:07:28 995	7 finish getImage
17:07:29 192	 1:start getImage
17:07:29 193	 2 getImage times:0
17:07:29 194	3  GrabFrame times:0,result=
17:07:29 199	 5 ImageProcess result=
17:07:29 202	7 finish getImage
17:07:29 204	 1:start getImage
17:07:29 204	 2 getImage times:0
17:07:29 227	3  GrabFrame times:0,result=
17:07:29 232	 5 ImageProcess result=
17:07:29 235	7 finish getImage
17:07:29 410	 1:start getImage
17:07:29 411	 2 getImage times:0
17:07:29 412	3  GrabFrame times:0,result=
17:07:29 417	 5 ImageProcess result=
17:07:29 420	7 finish getImage
17:07:29 421	 1:start getImage
17:07:29 422	 2 getImage times:0
17:07:29 427	3  GrabFrame times:0,result=
17:07:29 432	 5 ImageProcess result=
17:07:29 435	7 finish getImage
17:07:29 614	 1:start getImage
17:07:29 615	 2 getImage times:0
17:07:29 616	3  GrabFrame times:0,result=
17:07:29 620	 5 ImageProcess result=
17:07:29 623	7 finish getImage
17:07:29 625	 1:start getImage
17:07:29 626	 2 getImage times:0
17:07:29 627	3  GrabFrame times:0,result=
17:07:29 631	 5 ImageProcess result=
17:07:29 634	7 finish getImage
17:07:29 810	 1:start getImage
17:07:29 811	 2 getImage times:0
17:07:29 812	3  GrabFrame times:0,result=
17:07:29 817	 5 ImageProcess result=
17:07:29 820	7 finish getImage
17:07:29 821	 1:start getImage
17:07:29 822	 2 getImage times:0
17:07:29 827	3  GrabFrame times:0,result=
17:07:29 832	 5 ImageProcess result=
17:07:29 834	7 finish getImage
17:07:30 015	 1:start getImage
17:07:30 016	 2 getImage times:0
17:07:30 017	3  GrabFrame times:0,result=
17:07:30 022	 5 ImageProcess result=
17:07:30 024	7 finish getImage
17:07:30 026	 1:start getImage
17:07:30 027	 2 getImage times:0
17:07:30 028	3  GrabFrame times:0,result=
17:07:30 032	 5 ImageProcess result=
17:07:30 035	7 finish getImage
17:07:30 211	 1:start getImage
17:07:30 212	 2 getImage times:0
17:07:30 213	3  GrabFrame times:0,result=
17:07:30 218	 5 ImageProcess result=
17:07:30 221	7 finish getImage
17:07:30 222	 1:start getImage
17:07:30 223	 2 getImage times:0
17:07:30 227	3  GrabFrame times:0,result=
17:07:30 231	 5 ImageProcess result=
17:07:30 234	7 finish getImage
17:07:30 412	 1:start getImage
17:07:30 413	 2 getImage times:0
17:07:30 414	3  GrabFrame times:0,result=
17:07:30 418	 5 ImageProcess result=
17:07:30 421	7 finish getImage
17:07:30 423	 1:start getImage
17:07:30 424	 2 getImage times:0
17:07:30 427	3  GrabFrame times:0,result=
17:07:30 432	 5 ImageProcess result=
17:07:30 435	7 finish getImage
17:07:30 612	 1:start getImage
17:07:30 613	 2 getImage times:0
17:07:30 614	3  GrabFrame times:0,result=
17:07:30 619	 5 ImageProcess result=
17:07:30 621	7 finish getImage
17:07:30 623	 1:start getImage
17:07:30 624	 2 getImage times:0
17:07:30 627	3  GrabFrame times:0,result=
17:07:30 632	 5 ImageProcess result=
17:07:30 635	7 finish getImage
17:07:30 812	 1:start getImage
17:07:30 813	 2 getImage times:0
17:07:30 814	3  GrabFrame times:0,result=
17:07:30 819	 5 ImageProcess result=
17:07:30 822	7 finish getImage
17:07:30 823	 1:start getImage
17:07:30 824	 2 getImage times:0
17:07:30 828	3  GrabFrame times:0,result=
17:07:30 832	 5 ImageProcess result=
17:07:30 835	7 finish getImage
17:07:31 012	 1:start getImage
17:07:31 012	 2 getImage times:0
17:07:31 013	3  GrabFrame times:0,result=
17:07:31 018	 5 ImageProcess result=
17:07:31 020	7 finish getImage
17:07:31 023	 1:start getImage
17:07:31 024	 2 getImage times:0
17:07:31 028	3  GrabFrame times:0,result=
17:07:31 031	 5 ImageProcess result=
17:07:31 034	7 finish getImage
17:07:31 213	 1:start getImage
17:07:31 214	 2 getImage times:0
17:07:31 215	3  GrabFrame times:0,result=
17:07:31 220	 5 ImageProcess result=
17:07:31 223	7 finish getImage
17:07:31 224	 1:start getImage
17:07:31 225	 2 getImage times:0
17:07:31 227	3  GrabFrame times:0,result=
17:07:31 231	 5 ImageProcess result=
17:07:31 234	7 finish getImage
17:07:31 411	 1:start getImage
17:07:31 412	 2 getImage times:0
17:07:31 413	3  GrabFrame times:0,result=
17:07:31 417	 5 ImageProcess result=
17:07:31 420	7 finish getImage
17:07:31 422	 1:start getImage
17:07:31 423	 2 getImage times:0
17:07:31 427	3  GrabFrame times:0,result=
17:07:31 431	 5 ImageProcess result=
17:07:31 434	7 finish getImage
17:07:31 610	 1:start getImage
17:07:31 611	 2 getImage times:0
17:07:31 612	3  GrabFrame times:0,result=
17:07:31 616	 5 ImageProcess result=
17:07:31 619	7 finish getImage
17:07:31 621	 1:start getImage
17:07:31 622	 2 getImage times:0
17:07:31 627	3  GrabFrame times:0,result=
17:07:31 631	 5 ImageProcess result=
17:07:31 634	7 finish getImage
17:07:31 811	 1:start getImage
17:07:31 812	 2 getImage times:0
17:07:31 813	3  GrabFrame times:0,result=
17:07:31 818	 5 ImageProcess result=
17:07:31 821	7 finish getImage
17:07:31 822	 1:start getImage
17:07:31 823	 2 getImage times:0
17:07:31 827	3  GrabFrame times:0,result=
17:07:31 832	 5 ImageProcess result=
17:07:31 835	7 finish getImage
17:07:32 016	 1:start getImage
17:07:32 017	 2 getImage times:0
17:07:32 018	3  GrabFrame times:0,result=
17:07:32 023	 5 ImageProcess result=
17:07:32 026	7 finish getImage
17:07:32 027	 1:start getImage
17:07:32 028	 2 getImage times:0
17:07:32 029	3  GrabFrame times:0,result=
17:07:32 034	 5 ImageProcess result=
17:07:32 037	7 finish getImage
17:07:32 213	 1:start getImage
17:07:32 214	 2 getImage times:0
17:07:32 215	3  GrabFrame times:0,result=
17:07:32 220	 5 ImageProcess result=
17:07:32 223	7 finish getImage
17:07:32 225	 1:start getImage
17:07:32 226	 2 getImage times:0
17:07:32 227	3  GrabFrame times:0,result=
17:07:32 232	 5 ImageProcess result=
17:07:32 235	7 finish getImage
17:07:32 413	 1:start getImage
17:07:32 414	 2 getImage times:0
17:07:32 415	3  GrabFrame times:0,result=
17:07:32 419	 5 ImageProcess result=
17:07:32 422	7 finish getImage
17:07:32 424	 1:start getImage
17:07:32 425	 2 getImage times:0
17:07:32 427	3  GrabFrame times:0,result=
17:07:32 432	 5 ImageProcess result=
17:07:32 435	7 finish getImage
17:07:32 610	 1:start getImage
17:07:32 611	 2 getImage times:0
17:07:32 612	3  GrabFrame times:0,result=
17:07:32 616	 5 ImageProcess result=
17:07:32 620	7 finish getImage
17:07:32 621	 1:start getImage
17:07:32 622	 2 getImage times:0
17:07:32 627	3  GrabFrame times:0,result=
17:07:32 632	 5 ImageProcess result=
17:07:32 635	7 finish getImage
17:07:32 810	 1:start getImage
17:07:32 811	 2 getImage times:0
17:07:32 812	3  GrabFrame times:0,result=
17:07:32 816	 5 ImageProcess result=
17:07:32 819	7 finish getImage
17:07:32 821	 1:start getImage
17:07:32 822	 2 getImage times:0
17:07:32 827	3  GrabFrame times:0,result=
17:07:32 831	 5 ImageProcess result=
17:07:32 834	7 finish getImage
17:07:33 010	 1:start getImage
17:07:33 011	 2 getImage times:0
17:07:33 012	3  GrabFrame times:0,result=
17:07:33 017	 5 ImageProcess result=
17:07:33 020	7 finish getImage
17:07:33 021	 1:start getImage
17:07:33 022	 2 getImage times:0
17:07:33 027	3  GrabFrame times:0,result=
17:07:33 032	 5 ImageProcess result=
17:07:33 035	7 finish getImage
17:07:33 211	 1:start getImage
17:07:33 212	 2 getImage times:0
17:07:33 213	3  GrabFrame times:0,result=
17:07:33 217	 5 ImageProcess result=
17:07:33 220	7 finish getImage
17:07:33 222	 1:start getImage
17:07:33 223	 2 getImage times:0
17:07:33 227	3  GrabFrame times:0,result=
17:07:33 231	 5 ImageProcess result=
17:07:33 235	7 finish getImage
17:07:33 411	 1:start getImage
17:07:33 412	 2 getImage times:0
17:07:33 413	3  GrabFrame times:0,result=
17:07:33 417	 5 ImageProcess result=
17:07:33 420	7 finish getImage
17:07:33 422	 1:start getImage
17:07:33 423	 2 getImage times:0
17:07:33 427	3  GrabFrame times:0,result=
17:07:33 433	 5 ImageProcess result=
17:07:33 437	7 finish getImage
17:07:33 631	 1:start getImage
17:07:33 632	 2 getImage times:0
17:07:33 633	3  GrabFrame times:0,result=
17:07:33 637	 5 ImageProcess result=
17:07:33 640	7 finish getImage
17:07:33 642	 1:start getImage
17:07:33 643	 2 getImage times:0
17:07:33 667	3  GrabFrame times:0,result=
17:07:33 672	 5 ImageProcess result=
17:07:33 675	7 finish getImage
17:07:33 851	 1:start getImage
17:07:33 852	 2 getImage times:0
17:07:33 853	3  GrabFrame times:0,result=
17:07:33 857	 5 ImageProcess result=
17:07:33 861	7 finish getImage
17:07:33 862	 1:start getImage
17:07:33 863	 2 getImage times:0
17:07:33 867	3  GrabFrame times:0,result=
17:07:33 872	 5 ImageProcess result=
17:07:33 875	7 finish getImage
17:07:34 051	 1:start getImage
17:07:34 052	 2 getImage times:0
17:07:34 053	3  GrabFrame times:0,result=
17:07:34 058	 5 ImageProcess result=
17:07:34 061	7 finish getImage
17:07:34 062	 1:start getImage
17:07:34 063	 2 getImage times:0
17:07:34 067	3  GrabFrame times:0,result=
17:07:34 072	 5 ImageProcess result=
17:07:34 075	7 finish getImage
17:07:34 252	 1:start getImage
17:07:34 253	 2 getImage times:0
17:07:34 254	3  GrabFrame times:0,result=
17:07:34 259	 5 ImageProcess result=
17:07:34 262	7 finish getImage
17:07:34 263	 1:start getImage
17:07:34 264	 2 getImage times:0
17:07:34 267	3  GrabFrame times:0,result=
17:07:34 272	 5 ImageProcess result=
17:07:34 275	7 finish getImage
17:07:34 453	 1:start getImage
17:07:34 454	 2 getImage times:0
17:07:34 455	3  GrabFrame times:0,result=
17:07:34 460	 5 ImageProcess result=
17:07:34 463	7 finish getImage
17:07:34 464	 1:start getImage
